date,store_nbr,item_nbr,family,onpromotion,unit_sales,current_stock,unit_cost
2017-08-04,1,SKU-484922,PRODUCE,1,300.4,4172,20.71
2017-08-05,1,SKU-484922,PRODUCE,0,303.3,1682,20.71
2017-08-06,1,SKU-484922,PRODUCE,0,305.8,1773,20.71
2017-08-07,1,SKU-484922,PRODUCE,0,222.7,17,20.71
2017-08-08,1,SKU-484922,PRODUCE,0,237.4,411,20.71
2017-08-09,1,SKU-484922,PRODUCE,0,231.1,2099,20.71
2017-08-10,1,SKU-484922,PRODUCE,1,304.7,348,20.71
2017-08-11,1,SKU-484922,PRODUCE,1,307.3,3672,20.71
2017-08-12,1,SKU-484922,PRODUCE,1,408.5,973,20.71
2017-08-13,1,SKU-484922,PRODUCE,1,408.3,3415,20.71
2017-08-14,1,SKU-484922,PRODUCE,0,227.6,397,20.71
2017-08-15,1,SKU-484922,PRODUCE,0,235.2,1189,20.71
2017-08-16,1,SKU-484922,PRODUCE,0,230.0,2067,20.71
2017-08-01,1,SKU-684808,PRODUCE,1,110.9,1540,7.81
2017-08-02,1,SKU-684808,PRODUCE,1,107.7,527,7.81
2017-08-03,1,SKU-684808,PRODUCE,0,75.2,732,7.81
2017-08-04,1,SKU-684808,PRODUCE,1,109.4,1400,7.81
2017-08-05,1,SKU-684808,PRODUCE,1,140.5,487,7.81
2017-08-06,1,SKU-684808,PRODUCE,1,135.0,501,7.81
2017-08-07,1,SKU-684808,PRODUCE,1,110.2,206,7.81
2017-08-08,1,SKU-684808,PRODUCE,0,80.0,680,7.81
2017-08-09,1,SKU-684808,PRODUCE,1,103.1,130,7.81
2017-08-10,1,SKU-684808,PRODUCE,0,74.7,47,7.81
2017-08-11,1,SKU-684808,PRODUCE,1,104.4,606,7.81
2017-08-12,1,SKU-684808,PRODUCE,0,96.9,1093,7.81
2017-08-13,1,SKU-684808,PRODUCE,0,101.7,642,7.81
2017-08-14,1,SKU-684808,PRODUCE,0,78.4,361,7.81
2017-08-15,1,SKU-684808,PRODUCE,1,103.8,962,7.81
2017-08-16,1,SKU-684808,PRODUCE,0,80.0,1023,7.81
2017-08-01,1,SKU-893354,PRODUCE,0,102.9,661,6.58
2017-08-02,1,SKU-893354,PRODUCE,1,137.4,1388,6.58
2017-08-03,1,SKU-893354,PRODUCE,0,101.7,1314,6.58
2017-08-04,1,SKU-893354,PRODUCE,0,104.6,1110,6.58
2017-08-05,1,SKU-893354,PRODUCE,0,136.5,85,6.58
2017-08-06,1,SKU-893354,PRODUCE,1,179.8,1606,6.58
2017-08-07,1,SKU-893354,PRODUCE,0,107.9,1168,6.58
2017-08-08,1,SKU-893354,PRODUCE,0,107.3,690,6.58
2017-08-09,1,SKU-893354,PRODUCE,1,143.1,1688,6.58
2017-08-10,1,SKU-893354,PRODUCE,1,141.8,464,6.58
2017-08-11,1,SKU-893354,PRODUCE,0,109.5,356,6.58
2017-08-12,1,SKU-893354,PRODUCE,0,138.0,689,6.58
2017-08-13,1,SKU-893354,PRODUCE,0,130.5,208,6.58
2017-08-14,1,SKU-893354,PRODUCE,1,137.4,529,6.58
2017-08-15,1,SKU-893354,PRODUCE,1,140.9,1919,6.58
2017-08-16,1,SKU-893354,PRODUCE,1,139.8,89,6.58
2017-08-01,1,SKU-352411,PRODUCE,0,217.5,2167,36.55
2017-08-02,1,SKU-352411,PRODUCE,0,209.7,2075,36.55
2017-08-03,1,SKU-352411,PRODUCE,1,299.0,3241,36.55
2017-08-04,1,SKU-352411,PRODUCE,0,211.2,1904,36.55
2017-08-05,1,SKU-352411,PRODUCE,0,285.5,498,36.55
2017-08-06,1,SKU-352411,PRODUCE,0,272.7,3581,36.55
2017-08-07,1,SKU-352411,PRODUCE,0,207.5,699,36.55
2017-08-08,1,SKU-352411,PRODUCE,1,285.9,971,36.55
2017-08-09,1,SKU-352411,PRODUCE,0,222.9,225,36.55
2017-08-10,1,SKU-352411,PRODUCE,0,213.4,1663,36.55
2017-08-11,1,SKU-352411,PRODUCE,1,295.5,3852,36.55
2017-08-12,1,SKU-352411,PRODUCE,1,366.9,3996,36.55
2017-08-13,1,SKU-352411,PRODUCE,1,386.6,2429,36.55
2017-08-14,1,SKU-352411,PRODUCE,0,216.3,2576,36.55
2017-08-15,1,SKU-352411,PRODUCE,0,212.5,1114,36.55
2017-08-16,1,SKU-352411,PRODUCE,0,219.5,421,36.55
2017-08-01,1,SKU-606199,MEATS,0,258.7,2122,5.11
2017-08-02,1,SKU-606199,MEATS,1,368.5,2012,5.11
2017-08-03,1,SKU-606199,MEATS,0,268.1,2272,5.11
2017-08-04,1,SKU-606199,MEATS,0,260.1,2705,5.11
2017-08-05,1,SKU-606199,MEATS,1,443.8,1903,5.11
2017-08-06,1,SKU-606199,MEATS,1,451.1,2584,5.11
2017-08-07,1,SKU-606199,MEATS,0,266.3,910,5.11
2017-08-08,1,SKU-606199,MEATS,0,261.0,1066,5.11
2017-08-09,1,SKU-606199,MEATS,0,250.3,2298,5.11
2017-08-10,1,SKU-606199,MEATS,0,247.3,448,5.11
2017-08-11,1,SKU-606199,MEATS,1,364.3,1199,5.11
2017-08-12,1,SKU-606199,MEATS,1,448.6,6097,5.11
2017-08-13,1,SKU-606199,MEATS,0,334.7,307,5.11
2017-08-14,1,SKU-606199,MEATS,0,272.3,2059,5.11
2017-08-15,1,SKU-606199,MEATS,0,250.4,2469,5.11
2017-08-16,1,SKU-606199,MEATS,0,257.0,3421,5.11
2017-08-01,1,SKU-874597,MEATS,0,100.5,756,41.57
2017-08-02,1,SKU-874597,MEATS,1,133.7,1765,41.57
2017-08-03,1,SKU-874597,MEATS,1,134.7,1345,41.57
2017-08-04,1,SKU-874597,MEATS,0,102.1,1121,41.57
2017-08-05,1,SKU-874597,MEATS,1,169.2,1002,41.57
2017-08-06,1,SKU-874597,MEATS,0,128.6,660,41.57
2017-08-07,1,SKU-874597,MEATS,0,105.0,646,41.57
2017-08-08,1,SKU-874597,MEATS,0,106.4,1197,41.57
2017-08-09,1,SKU-874597,MEATS,0,101.0,905,41.57
2017-08-10,1,SKU-874597,MEATS,0,100.4,1029,41.57
2017-08-11,1,SKU-874597,MEATS,0,98.9,19,41.57
2017-08-12,1,SKU-874597,MEATS,0,124.6,1737,41.57
2017-08-13,1,SKU-874597,MEATS,0,125.7,431,41.57
2017-08-14,1,SKU-874597,MEATS,1,139.5,718,41.57
2017-08-15,1,SKU-874597,MEATS,1,137.7,652,41.57
2017-08-16,1,SKU-874597,MEATS,0,101.8,458,41.57
2017-08-01,1,SKU-348535,MEATS,0,179.1,17,31.47
2017-08-02,1,SKU-348535,MEATS,1,228.2,1303,31.47
2017-08-03,1,SKU-348535,MEATS,1,235.9,3127,31.47
2017-08-04,1,SKU-348535,MEATS,0,182.5,2073,31.47
2017-08-05,1,SKU-348535,MEATS,1,312.8,3934,31.47
2017-08-06,1,SKU-348535,MEATS,1,296.0,448,31.47
2017-08-07,1,SKU-348535,MEATS,0,184.3,1877,31.47
2017-08-08,1,SKU-348535,MEATS,1,244.7,567,31.47
2017-08-09,1,SKU-348535,MEATS,0,173.1,416,31.47
2017-08-10,1,SKU-348535,MEATS,0,184.3,1967,31.47
2017-08-11,1,SKU-348535,MEATS,0,167.2,740,31.47
2017-08-12,1,SKU-348535,MEATS,0,218.3,348,31.47
2017-08-13,1,SKU-348535,MEATS,0,216.7,2759,31.47
2017-08-14,1,SKU-348535,MEATS,0,168.0,22,31.47
2017-08-15,1,SKU-348535,MEATS,0,178.7,1830,31.47
2017-08-16,1,SKU-348535,MEATS,0,179.1,908,31.47
2017-08-01,1,SKU-450500,MEATS,1,250.6,3433,41.22
2017-08-02,1,SKU-450500,MEATS,0,180.3,1047,41.22
2017-08-03,1,SKU-450500,MEATS,1,234.5,3220,41.22
2017-08-04,1,SKU-450500,MEATS,0,183.3,228,41.22
2017-08-05,1,SKU-450500,MEATS,0,230.8,80,41.22
2017-08-06,1,SKU-450500,MEATS,1,289.0,2662,41.22
2017-08-07,1,SKU-450500,MEATS,0,180.1,1758,41.22
2017-08-08,1,SKU-450500,MEATS,0,171.1,176,41.22
2017-08-09,1,SKU-450500,MEATS,0,178.5,1857,41.22
2017-08-10,1,SKU-450500,MEATS,0,176.7,990,41.22
2017-08-11,1,SKU-450500,MEATS,0,175.2,2394,41.22
2017-08-12,1,SKU-450500,MEATS,1,298.6,2461,41.22
2017-08-13,1,SKU-450500,MEATS,1,301.9,85,41.22
2017-08-14,1,SKU-450500,MEATS,0,178.3,2420,41.22
2017-08-15,1,SKU-450500,MEATS,0,170.5,460,41.22
2017-08-16,1,SKU-450500,MEATS,1,248.7,2154,41.22
2017-08-01,1,SKU-684359,MEATS,0,205.7,1484,10.54
2017-08-02,1,SKU-684359,MEATS,0,198.4,1632,10.54
2017-08-03,1,SKU-684359,MEATS,1,292.1,3103,10.54
2017-08-04,1,SKU-684359,MEATS,1,281.6,3887,10.54
2017-08-05,1,SKU-684359,MEATS,0,269.8,3572,10.54
2017-08-06,1,SKU-684359,MEATS,1,347.4,391,10.54
2017-08-07,1,SKU-684359,MEATS,0,197.1,299,10.54
2017-08-08,1,SKU-684359,MEATS,0,202.9,1548,10.54
2017-08-09,1,SKU-684359,MEATS,1,270.3,2548,10.54
2017-08-10,1,SKU-684359,MEATS,1,280.0,3543,10.54
2017-08-11,1,SKU-684359,MEATS,0,199.5,1202,10.54
2017-08-12,1,SKU-684359,MEATS,0,262.2,1468,10.54
2017-08-13,1,SKU-684359,MEATS,0,251.8,1188,10.54
2017-08-14,1,SKU-684359,MEATS,0,207.7,484,10.54
2017-08-15,1,SKU-684359,MEATS,0,196.4,44,10.54
2017-08-16,1,SKU-684359,MEATS,1,265.7,2722,10.54
2017-08-01,2,SKU-782567,BEVERAGES,1,188.2,2247,29.63
2017-08-02,2,SKU-782567,BEVERAGES,0,141.6,635,29.63
2017-08-03,2,SKU-782567,BEVERAGES,0,146.4,115,29.63
2017-08-04,2,SKU-782567,BEVERAGES,0,150.5,288,29.63
2017-08-05,2,SKU-782567,BEVERAGES,0,183.5,1333,29.63
2017-08-06,2,SKU-782567,BEVERAGES,1,247.6,2740,29.63
2017-08-07,2,SKU-782567,BEVERAGES,0,140.3,315,29.63
2017-08-08,2,SKU-782567,BEVERAGES,0,144.5,1506,29.63
2017-08-09,2,SKU-782567,BEVERAGES,0,144.3,353,29.63
2017-08-10,2,SKU-782567,BEVERAGES,0,147.1,877,29.63
2017-08-11,2,SKU-782567,BEVERAGES,0,141.2,1313,29.63
2017-08-12,2,SKU-782567,BEVERAGES,1,242.9,1676,29.63
2017-08-13,2,SKU-782567,BEVERAGES,1,244.8,2043,29.63
2017-08-14,2,SKU-782567,BEVERAGES,0,147.5,194,29.63
2017-08-15,2,SKU-782567,BEVERAGES,1,201.3,2223,29.63
2017-08-16,2,SKU-782567,BEVERAGES,1,198.8,1257,29.63
2017-08-01,2,SKU-452559,BEVERAGES,1,372.6,2813,23.21
2017-08-02,2,SKU-452559,BEVERAGES,0,265.8,23,23.21
2017-08-03,2,SKU-452559,BEVERAGES,0,274.0,1463,23.21
2017-08-04,2,SKU-452559,BEVERAGES,0,286.9,1413,23.21
2017-08-05,2,SKU-452559,BEVERAGES,0,333.1,233,23.21
2017-08-06,2,SKU-452559,BEVERAGES,1,470.1,5008,23.21
2017-08-07,2,SKU-452559,BEVERAGES,0,275.7,986,23.21
2017-08-08,2,SKU-452559,BEVERAGES,0,260.4,483,23.21
2017-08-09,2,SKU-452559,BEVERAGES,0,263.2,3632,23.21
2017-08-10,2,SKU-452559,BEVERAGES,0,263.6,742,23.21
2017-08-11,2,SKU-452559,BEVERAGES,0,261.8,3162,23.21
2017-08-12,2,SKU-452559,BEVERAGES,1,454.9,2871,23.21
2017-08-13,2,SKU-452559,BEVERAGES,0,350.6,2037,23.21
2017-08-14,2,SKU-452559,BEVERAGES,0,265.7,2436,23.21
2017-08-15,2,SKU-452559,BEVERAGES,0,265.0,2559,23.21
2017-08-16,2,SKU-452559,BEVERAGES,0,283.5,475,23.21
2017-08-01,2,SKU-194799,BEVERAGES,0,98.7,1269,40.5
2017-08-02,2,SKU-194799,BEVERAGES,1,133.4,377,40.5
2017-08-03,2,SKU-194799,BEVERAGES,1,126.4,1317,40.5
2017-08-04,2,SKU-194799,BEVERAGES,0,99.0,742,40.5
2017-08-05,2,SKU-194799,BEVERAGES,0,127.4,189,40.5
2017-08-06,2,SKU-194799,BEVERAGES,0,123.3,1664,40.5
2017-08-07,2,SKU-194799,BEVERAGES,0,91.9,81,40.5
2017-08-08,2,SKU-194799,BEVERAGES,0,100.4,1016,40.5
2017-08-09,2,SKU-194799,BEVERAGES,0,96.7,1060,40.5
2017-08-10,2,SKU-194799,BEVERAGES,0,95.5,660,40.5
2017-08-11,2,SKU-194799,BEVERAGES,0,95.7,430,40.5
2017-08-12,2,SKU-194799,BEVERAGES,0,117.5,1259,40.5
2017-08-13,2,SKU-194799,BEVERAGES,0,127.2,163,40.5
2017-08-14,2,SKU-194799,BEVERAGES,1,135.5,1785,40.5
2017-08-15,2,SKU-194799,BEVERAGES,1,127.5,601,40.5
2017-08-16,2,SKU-194799,BEVERAGES,0,93.0,38,40.5
2017-08-01,2,SKU-857739,BEVERAGES,1,231.3,2240,27.98
2017-08-02,2,SKU-857739,BEVERAGES,1,218.8,1109,27.98
2017-08-03,2,SKU-857739,BEVERAGES,1,237.1,2935,27.98
2017-08-04,2,SKU-857739,BEVERAGES,0,174.5,127,27.98
2017-08-05,2,SKU-857739,BEVERAGES,0,211.0,1433,27.98
2017-08-06,2,SKU-857739,BEVERAGES,0,209.8,486,27.98
2017-08-07,2,SKU-857739,BEVERAGES,0,173.5,1609,27.98
2017-08-08,2,SKU-857739,BEVERAGES,0,168.3,1646,27.98
2017-08-09,2,SKU-857739,BEVERAGES,0,166.7,1455,27.98
2017-08-10,2,SKU-857739,BEVERAGES,1,218.3,1198,27.98
2017-08-11,2,SKU-857739,BEVERAGES,0,169.8,370,27.98
2017-08-12,2,SKU-857739,BEVERAGES,0,208.3,2787,27.98
2017-08-13,2,SKU-857739,BEVERAGES,1,292.0,3341,27.98
2017-08-14,2,SKU-857739,BEVERAGES,0,174.6,1458,27.98
2017-08-15,2,SKU-857739,BEVERAGES,0,173.8,1954,27.98
2017-08-16,2,SKU-857739,BEVERAGES,1,218.7,2968,27.98
2017-08-01,2,SKU-759292,BEVERAGES,0,47.1,451,29.7
2017-08-02,2,SKU-759292,BEVERAGES,0,48.0,521,29.7
2017-08-03,2,SKU-759292,BEVERAGES,1,62.1,781,29.7
2017-08-04,2,SKU-759292,BEVERAGES,0,49.3,340,29.7
2017-08-05,2,SKU-759292,BEVERAGES,0,62.6,789,29.7
2017-08-06,2,SKU-759292,BEVERAGES,0,58.7,329,29.7
2017-08-07,2,SKU-759292,BEVERAGES,0,46.5,182,29.7
2017-08-08,2,SKU-759292,BEVERAGES,1,61.4,585,29.7
2017-08-09,2,SKU-759292,BEVERAGES,0,46.8,49,29.7
2017-08-10,2,SKU-759292,BEVERAGES,0,48.8,605,29.7
2017-08-11,2,SKU-759292,BEVERAGES,0,47.4,317,29.7
2017-08-12,2,SKU-759292,BEVERAGES,1,83.2,602,29.7
2017-08-13,2,SKU-759292,BEVERAGES,0,62.1,18,29.7
2017-08-14,2,SKU-759292,BEVERAGES,0,49.5,515,29.7
2017-08-15,2,SKU-759292,BEVERAGES,0,47.7,238,29.7
2017-08-16,2,SKU-759292,BEVERAGES,0,48.3,288,29.7
2017-08-01,2,SKU-279614,PRODUCE,1,297.2,2627,37.31
2017-08-02,2,SKU-279614,PRODUCE,0,220.2,485,37.31
2017-08-03,2,SKU-279614,PRODUCE,0,216.7,1290,37.31
2017-08-04,2,SKU-279614,PRODUCE,0,229.3,1272,37.31
2017-08-05,2,SKU-279614,PRODUCE,1,385.6,2766,37.31
2017-08-06,2,SKU-279614,PRODUCE,0,267.4,3163,37.31
2017-08-07,2,SKU-279614,PRODUCE,0,231.1,2062,37.31
2017-08-08,2,SKU-279614,PRODUCE,1,306.5,1488,37.31
2017-08-09,2,SKU-279614,PRODUCE,0,218.9,1437,37.31
2017-08-10,2,SKU-279614,PRODUCE,0,229.1,1744,37.31
2017-08-11,2,SKU-279614,PRODUCE,1,306.8,2391,37.31
2017-08-12,2,SKU-279614,PRODUCE,1,376.1,4672,37.31
2017-08-13,2,SKU-279614,PRODUCE,0,275.0,1615,37.31
2017-08-14,2,SKU-279614,PRODUCE,0,221.6,1545,37.31
2017-08-15,2,SKU-279614,PRODUCE,0,229.8,1897,37.31
2017-08-16,2,SKU-279614,PRODUCE,0,223.8,2408,37.31
2017-08-01,2,SKU-249177,PRODUCE,0,82.8,627,26.9
2017-08-02,2,SKU-249177,PRODUCE,0,80.4,992,26.9
2017-08-03,2,SKU-249177,PRODUCE,0,82.5,50,26.9
2017-08-04,2,SKU-249177,PRODUCE,0,83.7,659,26.9
2017-08-05,2,SKU-249177,PRODUCE,1,137.4,492,26.9
2017-08-06,2,SKU-249177,PRODUCE,1,148.3,290,26.9
2017-08-07,2,SKU-249177,PRODUCE,0,80.9,77,26.9
2017-08-08,2,SKU-249177,PRODUCE,0,80.3,801,26.9
2017-08-09,2,SKU-249177,PRODUCE,0,80.3,20,26.9
2017-08-10,2,SKU-249177,PRODUCE,1,108.8,927,26.9
2017-08-11,2,SKU-249177,PRODUCE,0,84.0,378,26.9
2017-08-12,2,SKU-249177,PRODUCE,0,102.3,277,26.9
2017-08-13,2,SKU-249177,PRODUCE,0,106.8,401,26.9
2017-08-14,2,SKU-249177,PRODUCE,0,83.4,711,26.9
2017-08-15,2,SKU-249177,PRODUCE,1,113.4,753,26.9
2017-08-16,2,SKU-249177,PRODUCE,0,86.8,1008,26.9
2017-08-01,2,SKU-932440,PRODUCE,1,270.1,2552,34.05
2017-08-02,2,SKU-932440,PRODUCE,0,195.7,1391,34.05
2017-08-03,2,SKU-932440,PRODUCE,1,269.3,2802,34.05
2017-08-04,2,SKU-932440,PRODUCE,1,249.3,120,34.05
2017-08-05,2,SKU-932440,PRODUCE,0,253.7,2927,34.05
2017-08-06,2,SKU-932440,PRODUCE,0,248.8,2533,34.05
2017-08-07,2,SKU-932440,PRODUCE,1,269.3,2354,34.05
2017-08-08,2,SKU-932440,PRODUCE,0,187.6,1729,34.05
2017-08-09,2,SKU-932440,PRODUCE,0,186.4,2106,34.05
2017-08-10,2,SKU-932440,PRODUCE,0,202.3,804,34.05
2017-08-11,2,SKU-932440,PRODUCE,0,192.1,333,34.05
2017-08-12,2,SKU-932440,PRODUCE,0,238.7,544,34.05
2017-08-13,2,SKU-932440,PRODUCE,0,237.4,2442,34.05
2017-08-14,2,SKU-932440,PRODUCE,0,195.3,2082,34.05
2017-08-15,2,SKU-932440,PRODUCE,0,201.4,1998,34.05
2017-08-16,2,SKU-932440,PRODUCE,1,252.8,2753,34.05
2017-08-01,2,SKU-372667,PRODUCE,0,269.3,799,38.68
2017-08-02,2,SKU-372667,PRODUCE,0,260.8,2454,38.68
2017-08-03,2,SKU-372667,PRODUCE,0,284.9,664,38.68
2017-08-04,2,SKU-372667,PRODUCE,1,380.7,686,38.68
2017-08-05,2,SKU-372667,PRODUCE,0,334.7,1201,38.68
2017-08-06,2,SKU-372667,PRODUCE,0,348.0,2010,38.68
2017-08-07,2,SKU-372667,PRODUCE,1,356.1,4854,38.68
2017-08-08,2,SKU-372667,PRODUCE,0,281.5,1342,38.68
2017-08-09,2,SKU-372667,PRODUCE,0,283.8,1234,38.68
2017-08-10,2,SKU-372667,PRODUCE,0,275.8,1826,38.68
2017-08-11,2,SKU-372667,PRODUCE,0,280.3,353,38.68
2017-08-12,2,SKU-372667,PRODUCE,0,359.8,300,38.68
2017-08-13,2,SKU-372667,PRODUCE,0,353.6,2170,38.68
2017-08-14,2,SKU-372667,PRODUCE,0,264.0,1877,38.68
2017-08-15,2,SKU-372667,PRODUCE,0,273.3,2924,38.68
2017-08-16,2,SKU-372667,PRODUCE,0,273.5,3798,38.68
2017-08-01,2,SKU-645389,PRODUCE,0,220.9,488,13.77
2017-08-02,2,SKU-645389,PRODUCE,0,222.7,280,13.77
2017-08-03,2,SKU-645389,PRODUCE,0,223.1,926,13.77
2017-08-04,2,SKU-645389,PRODUCE,0,226.1,1000,13.77
2017-08-05,2,SKU-645389,PRODUCE,0,271.1,2384,13.77
2017-08-06,2,SKU-645389,PRODUCE,0,291.5,2871,13.77
2017-08-07,2,SKU-645389,PRODUCE,0,218.6,1185,13.77
