date,store_nbr,item_nbr,family,onpromotion,unit_sales,current_stock,unit_cost
2017-08-15,1,SKU-809913,DAIRY,0,183.4,1413,12.13
2017-08-16,1,SKU-809913,DAIRY,0,185.8,237,12.13
2017-08-01,1,SKU-756702,DAIRY,0,201.2,1165,34.57
2017-08-02,1,SKU-756702,DAIRY,0,210.5,2449,34.57
2017-08-03,1,SKU-756702,DAIRY,1,262.2,2685,34.57
2017-08-04,1,SKU-756702,DAIRY,1,263.7,254,34.57
2017-08-05,1,SKU-756702,DAIRY,1,346.7,4087,34.57
2017-08-06,1,SKU-756702,DAIRY,0,262.4,748,34.57
2017-08-07,1,SKU-756702,DAIRY,0,195.0,2225,34.57
2017-08-08,1,SKU-756702,DAIRY,0,202.3,1022,34.57
2017-08-09,1,SKU-756702,DAIRY,1,269.5,3082,34.57
2017-08-10,1,SKU-756702,DAIRY,0,199.3,1296,34.57
2017-08-11,1,SKU-756702,DAIRY,0,206.8,1460,34.57
2017-08-12,1,SKU-756702,DAIRY,0,265.1,1430,34.57
2017-08-13,1,SKU-756702,DAIRY,0,265.3,2322,34.57
2017-08-14,1,SKU-756702,DAIRY,0,210.7,1855,34.57
2017-08-15,1,SKU-756702,DAIRY,0,194.5,2164,34.57
2017-08-16,1,SKU-756702,DAIRY,0,202.5,2535,34.57
2017-08-01,2,SKU-198723,GROCERY I,1,394.6,799,34.23
2017-08-02,2,SKU-198723,GROCERY I,0,290.5,2014,34.23
2017-08-03,2,SKU-198723,GROCERY I,1,368.7,2773,34.23
2017-08-04,2,SKU-198723,GROCERY I,0,283.2,2398,34.23
2017-08-05,2,SKU-198723,GROCERY I,0,360.7,2461,34.23
2017-08-06,2,SKU-198723,GROCERY I,0,369.0,72,34.23
2017-08-07,2,SKU-198723,GROCERY I,0,286.3,2873,34.23
2017-08-08,2,SKU-198723,GROCERY I,0,293.7,3943,34.23
2017-08-09,2,SKU-198723,GROCERY I,0,276.6,1646,34.23
2017-08-10,2,SKU-198723,GROCERY I,0,287.7,3673,34.23
2017-08-11,2,SKU-198723,GROCERY I,0,273.0,985,34.23
2017-08-12,2,SKU-198723,GROCERY I,1,489.5,709,34.23
2017-08-13,2,SKU-198723,GROCERY I,1,499.0,170,34.23
2017-08-14,2,SKU-198723,GROCERY I,0,292.1,1537,34.23
2017-08-15,2,SKU-198723,GROCERY I,0,272.4,406,34.23
2017-08-16,2,SKU-198723,GROCERY I,1,399.7,695,34.23
2017-08-01,2,SKU-384260,GROCERY I,0,292.9,3568,37.99
2017-08-02,2,SKU-384260,GROCERY I,0,283.6,1590,37.99
2017-08-03,2,SKU-384260,GROCERY I,0,276.4,3108,37.99
2017-08-04,2,SKU-384260,GROCERY I,0,276.4,1546,37.99
2017-08-05,2,SKU-384260,GROCERY I,0,369.9,1800,37.99
2017-08-06,2,SKU-384260,GROCERY I,0,363.4,2306,37.99
2017-08-07,2,SKU-384260,GROCERY I,0,279.7,560,37.99
2017-08-08,2,SKU-384260,GROCERY I,0,281.0,1653,37.99
2017-08-09,2,SKU-384260,GROCERY I,1,374.2,3045,37.99
2017-08-10,2,SKU-384260,GROCERY I,0,267.4,2487,37.99
2017-08-11,2,SKU-384260,GROCERY I,0,294.0,620,37.99
2017-08-12,2,SKU-384260,GROCERY I,0,340.3,4749,37.99
2017-08-13,2,SKU-384260,GROCERY I,0,358.4,345,37.99
2017-08-14,2,SKU-384260,GROCERY I,1,368.4,4632,37.99
2017-08-15,2,SKU-384260,GROCERY I,0,272.3,148,37.99
2017-08-16,2,SKU-384260,GROCERY I,0,282.9,269,37.99
2017-08-01,2,SKU-688365,GROCERY I,0,209.9,1465,24.45
2017-08-02,2,SKU-688365,GROCERY I,1,272.6,1282,24.45
2017-08-03,2,SKU-688365,GROCERY I,0,215.6,829,24.45
2017-08-04,2,SKU-688365,GROCERY I,1,284.7,3193,24.45
2017-08-05,2,SKU-688365,GROCERY I,1,370.8,4502,24.45
2017-08-06,2,SKU-688365,GROCERY I,0,267.0,956,24.45
2017-08-07,2,SKU-688365,GROCERY I,0,210.4,1756,24.45
2017-08-08,2,SKU-688365,GROCERY I,0,211.8,2632,24.45
2017-08-09,2,SKU-688365,GROCERY I,0,214.9,2424,24.45
2017-08-10,2,SKU-688365,GROCERY I,1,286.8,3241,24.45
2017-08-11,2,SKU-688365,GROCERY I,1,296.5,594,24.45
2017-08-12,2,SKU-688365,GROCERY I,0,261.0,326,24.45
2017-08-13,2,SKU-688365,GROCERY I,0,271.9,3230,24.45
2017-08-14,2,SKU-688365,GROCERY I,0,218.2,1967,24.45
2017-08-15,2,SKU-688365,GROCERY I,1,295.6,2589,24.45
2017-08-16,2,SKU-688365,GROCERY I,0,217.1,1109,24.45
2017-08-01,2,SKU-307990,GROCERY I,0,94.3,581,28.65
2017-08-02,2,SKU-307990,GROCERY I,0,98.0,1050,28.65
2017-08-03,2,SKU-307990,GROCERY I,0,97.2,668,28.65
2017-08-04,2,SKU-307990,GROCERY I,1,130.4,782,28.65
2017-08-05,2,SKU-307990,GROCERY I,0,115.7,881,28.65
2017-08-06,2,SKU-307990,GROCERY I,0,115.6,234,28.65
2017-08-07,2,SKU-307990,GROCERY I,1,132.7,981,28.65
2017-08-08,2,SKU-307990,GROCERY I,0,91.6,33,28.65
2017-08-09,2,SKU-307990,GROCERY I,1,121.8,987,28.65
2017-08-10,2,SKU-307990,GROCERY I,0,94.3,863,28.65
2017-08-11,2,SKU-307990,GROCERY I,1,122.9,28,28.65
2017-08-12,2,SKU-307990,GROCERY I,0,123.2,1508,28.65
2017-08-13,2,SKU-307990,GROCERY I,0,119.7,1117,28.65
2017-08-14,2,SKU-307990,GROCERY I,0,97.7,578,28.65
2017-08-15,2,SKU-307990,GROCERY I,0,94.0,71,28.65
2017-08-16,2,SKU-307990,GROCERY I,0,96.0,120,28.65
2017-08-01,2,SKU-635843,GROCERY I,1,302.1,3872,4.47
2017-08-02,2,SKU-635843,GROCERY I,1,307.3,4084,4.47
2017-08-03,2,SKU-635843,GROCERY I,0,235.4,453,4.47
2017-08-04,2,SKU-635843,GROCERY I,0,220.0,1667,4.47
2017-08-05,2,SKU-635843,GROCERY I,0,294.1,3486,4.47
2017-08-06,2,SKU-635843,GROCERY I,1,370.7,3238,4.47
2017-08-07,2,SKU-635843,GROCERY I,0,221.7,1097,4.47
2017-08-08,2,SKU-635843,GROCERY I,0,229.8,1928,4.47
2017-08-09,2,SKU-635843,GROCERY I,0,215.6,243,4.47
2017-08-10,2,SKU-635843,GROCERY I,0,235.7,27,4.47
2017-08-11,2,SKU-635843,GROCERY I,0,221.0,2500,4.47
2017-08-12,2,SKU-635843,GROCERY I,1,395.1,3822,4.47
2017-08-13,2,SKU-635843,GROCERY I,0,272.7,3658,4.47
2017-08-14,2,SKU-635843,GROCERY I,1,308.2,3277,4.47
2017-08-15,2,SKU-635843,GROCERY I,1,308.2,4231,4.47
2017-08-16,2,SKU-635843,GROCERY I,1,308.4,2995,4.47
2017-08-01,2,SKU-452744,CLEANING,1,380.5,970,3.22
2017-08-02,2,SKU-452744,CLEANING,0,281.6,143,3.22
2017-08-03,2,SKU-452744,CLEANING,0,264.9,3428,3.22
2017-08-04,2,SKU-452744,CLEANING,1,381.2,2536,3.22
2017-08-05,2,SKU-452744,CLEANING,1,477.0,2137,3.22
2017-08-06,2,SKU-452744,CLEANING,1,439.7,3674,3.22
2017-08-07,2,SKU-452744,CLEANING,0,260.1,289,3.22
2017-08-08,2,SKU-452744,CLEANING,0,266.1,2702,3.22
2017-08-09,2,SKU-452744,CLEANING,0,265.4,2009,3.22
2017-08-10,2,SKU-452744,CLEANING,1,358.4,3144,3.22
2017-08-11,2,SKU-452744,CLEANING,1,369.2,1211,3.22
2017-08-12,2,SKU-452744,CLEANING,0,354.2,115,3.22
2017-08-13,2,SKU-452744,CLEANING,1,462.4,6079,3.22
2017-08-14,2,SKU-452744,CLEANING,1,383.2,1887,3.22
2017-08-15,2,SKU-452744,CLEANING,1,361.4,2433,3.22
2017-08-16,2,SKU-452744,CLEANING,0,280.5,3864,3.22
2017-08-01,2,SKU-989097,CLEANING,0,48.8,12,16.13
2017-08-02,2,SKU-989097,CLEANING,0,46.7,559,16.13
2017-08-03,2,SKU-989097,CLEANING,1,65.0,259,16.13
2017-08-04,2,SKU-989097,CLEANING,1,61.5,103,16.13
2017-08-05,2,SKU-989097,CLEANING,0,58.0,777,16.13
2017-08-06,2,SKU-989097,CLEANING,1,79.4,658,16.13
2017-08-07,2,SKU-989097,CLEANING,1,66.9,566,16.13
2017-08-08,2,SKU-989097,CLEANING,1,67.6,706,16.13
2017-08-09,2,SKU-989097,CLEANING,0,47.2,555,16.13
2017-08-10,2,SKU-989097,CLEANING,0,49.3,91,16.13
2017-08-11,2,SKU-989097,CLEANING,0,47.2,33,16.13
2017-08-12,2,SKU-989097,CLEANING,1,84.0,943,16.13
2017-08-13,2,SKU-989097,CLEANING,0,58.6,429,16.13
2017-08-14,2,SKU-989097,CLEANING,0,47.8,181,16.13
2017-08-15,2,SKU-989097,CLEANING,0,47.7,665,16.13
2017-08-16,2,SKU-989097,CLEANING,1,64.2,563,16.13
2017-08-01,2,SKU-395804,CLEANING,0,157.3,1933,27.29
2017-08-02,2,SKU-395804,CLEANING,0,158.0,1967,27.29
2017-08-03,2,SKU-395804,CLEANING,1,229.5,2602,27.29
2017-08-04,2,SKU-395804,CLEANING,0,164.9,209,27.29
2017-08-05,2,SKU-395804,CLEANING,0,204.6,751,27.29
2017-08-06,2,SKU-395804,CLEANING,1,279.6,326,27.29
2017-08-07,2,SKU-395804,CLEANING,0,167.0,187,27.29
2017-08-08,2,SKU-395804,CLEANING,1,221.3,1494,27.29
2017-08-09,2,SKU-395804,CLEANING,0,169.4,831,27.29
2017-08-10,2,SKU-395804,CLEANING,0,165.1,624,27.29
2017-08-11,2,SKU-395804,CLEANING,1,228.0,2105,27.29
2017-08-12,2,SKU-395804,CLEANING,1,290.0,2878,27.29
2017-08-13,2,SKU-395804,CLEANING,1,285.2,2718,27.29
2017-08-14,2,SKU-395804,CLEANING,0,168.2,381,27.29
2017-08-15,2,SKU-395804,CLEANING,1,229.7,103,27.29
2017-08-16,2,SKU-395804,CLEANING,1,213.2,1006,27.29
2017-08-01,2,SKU-529725,CLEANING,0,267.9,977,1.55
2017-08-02,2,SKU-529725,CLEANING,0,250.3,1150,1.55
2017-08-03,2,SKU-529725,CLEANING,0,251.1,1330,1.55
2017-08-04,2,SKU-529725,CLEANING,0,269.5,493,1.55
2017-08-05,2,SKU-529725,CLEANING,0,314.0,1905,1.55
2017-08-06,2,SKU-529725,CLEANING,1,440.5,1115,1.55
2017-08-07,2,SKU-529725,CLEANING,1,362.7,890,1.55
2017-08-08,2,SKU-529725,CLEANING,1,368.3,866,1.55
2017-08-09,2,SKU-529725,CLEANING,1,359.9,2391,1.55
2017-08-10,2,SKU-529725,CLEANING,0,250.0,2984,1.55
2017-08-11,2,SKU-529725,CLEANING,1,358.8,2245,1.55
2017-08-12,2,SKU-529725,CLEANING,0,333.0,1794,1.55
2017-08-13,2,SKU-529725,CLEANING,0,340.5,1778,1.55
2017-08-14,2,SKU-529725,CLEANING,1,343.8,14,1.55
2017-08-15,2,SKU-529725,CLEANING,0,260.3,3441,1.55
2017-08-16,2,SKU-529725,CLEANING,0,270.4,1999,1.55
2017-08-01,2,SKU-438076,CLEANING,1,133.6,254,38.04
2017-08-02,2,SKU-438076,CLEANING,1,143.7,72,38.04
2017-08-03,2,SKU-438076,CLEANING,1,142.9,1716,38.04
2017-08-04,2,SKU-438076,CLEANING,1,140.9,878,38.04
2017-08-05,2,SKU-438076,CLEANING,0,126.2,1282,38.04
2017-08-06,2,SKU-438076,CLEANING,1,168.2,2045,38.04
2017-08-07,2,SKU-438076,CLEANING,1,138.2,917,38.04
2017-08-08,2,SKU-438076,CLEANING,0,98.2,288,38.04
2017-08-09,2,SKU-438076,CLEANING,0,98.2,629,38.04
2017-08-10,2,SKU-438076,CLEANING,0,96.8,1081,38.04
2017-08-11,2,SKU-438076,CLEANING,0,105.9,1434,38.04
2017-08-12,2,SKU-438076,CLEANING,0,128.0,12,38.04
2017-08-13,2,SKU-438076,CLEANING,0,129.8,457,38.04
2017-08-14,2,SKU-438076,CLEANING,0,98.9,231,38.04
2017-08-15,2,SKU-438076,CLEANING,0,99.9,829,38.04
