date,store_nbr,item_nbr,family,onpromotion,unit_sales,current_stock,unit_cost
2017-08-07,1,SKU-529960,GROCERY I,0,260.3,850,18.54
2017-08-08,1,SKU-529960,GROCERY I,0,243.6,3137,18.54
2017-08-09,1,SKU-529960,GROCERY I,1,347.1,1838,18.54
2017-08-10,1,SKU-529960,GROCERY I,1,347.8,3657,18.54
2017-08-11,1,SKU-529960,GROCERY I,1,333.5,2856,18.54
2017-08-12,1,SKU-529960,GROCERY I,1,439.4,3470,18.54
2017-08-13,1,SKU-529960,GROCERY I,0,321.1,2371,18.54
2017-08-14,1,SKU-529960,GROCERY I,0,260.0,1255,18.54
2017-08-15,1,SKU-529960,GROCERY I,0,254.7,1748,18.54
2017-08-16,1,SKU-529960,GROCERY I,0,247.6,336,18.54
2017-08-01,1,SKU-428885,GROCERY I,1,274.7,1326,36.96
2017-08-02,1,SKU-428885,GROCERY I,0,212.4,575,36.96
2017-08-03,1,SKU-428885,GROCERY I,0,210.5,1155,36.96
2017-08-04,1,SKU-428885,GROCERY I,1,284.2,114,36.96
2017-08-05,1,SKU-428885,GROCERY I,0,277.9,3737,36.96
2017-08-06,1,SKU-428885,GROCERY I,0,264.7,3478,36.96
2017-08-07,1,SKU-428885,GROCERY I,0,219.8,2359,36.96
2017-08-08,1,SKU-428885,GROCERY I,0,212.0,560,36.96
2017-08-09,1,SKU-428885,GROCERY I,0,218.4,2734,36.96
2017-08-10,1,SKU-428885,GROCERY I,1,285.8,355,36.96
2017-08-11,1,SKU-428885,GROCERY I,0,209.8,1367,36.96
2017-08-12,1,SKU-428885,GROCERY I,0,255.1,3534,36.96
2017-08-13,1,SKU-428885,GROCERY I,0,277.7,2084,36.96
2017-08-14,1,SKU-428885,GROCERY I,0,218.8,2177,36.96
2017-08-15,1,SKU-428885,GROCERY I,0,212.8,269,36.96
2017-08-16,1,SKU-428885,GROCERY I,0,221.2,297,36.96
2017-08-01,1,SKU-459553,GROCERY I,0,81.4,1130,8.1
2017-08-02,1,SKU-459553,GROCERY I,0,79.7,670,8.1
2017-08-03,1,SKU-459553,GROCERY I,0,79.4,419,8.1
2017-08-04,1,SKU-459553,GROCERY I,1,107.6,1138,8.1
2017-08-05,1,SKU-459553,GROCERY I,0,95.4,532,8.1
2017-08-06,1,SKU-459553,GROCERY I,1,139.0,837,8.1
2017-08-07,1,SKU-459553,GROCERY I,1,105.1,441,8.1
2017-08-08,1,SKU-459553,GROCERY I,1,108.6,316,8.1
2017-08-09,1,SKU-459553,GROCERY I,0,78.1,212,8.1
2017-08-10,1,SKU-459553,GROCERY I,1,106.4,189,8.1
2017-08-11,1,SKU-459553,GROCERY I,0,81.7,846,8.1
2017-08-12,1,SKU-459553,GROCERY I,1,127.5,1599,8.1
2017-08-13,1,SKU-459553,GROCERY I,0,100.2,1346,8.1
2017-08-14,1,SKU-459553,GROCERY I,0,78.0,63,8.1
2017-08-15,1,SKU-459553,GROCERY I,0,76.2,972,8.1
2017-08-16,1,SKU-459553,GROCERY I,0,79.2,955,8.1
2017-08-01,1,SKU-311670,GROCERY I,0,95.4,52,10.54
2017-08-02,1,SKU-311670,GROCERY I,0,100.3,997,10.54
2017-08-03,1,SKU-311670,GROCERY I,0,95.4,395,10.54
2017-08-04,1,SKU-311670,GROCERY I,0,102.6,1075,10.54
2017-08-05,1,SKU-311670,GROCERY I,0,123.3,1668,10.54
2017-08-06,1,SKU-311670,GROCERY I,0,129.1,485,10.54
2017-08-07,1,SKU-311670,GROCERY I,0,102.0,982,10.54
2017-08-08,1,SKU-311670,GROCERY I,0,99.7,791,10.54
2017-08-09,1,SKU-311670,GROCERY I,1,130.9,652,10.54
2017-08-10,1,SKU-311670,GROCERY I,1,131.4,1009,10.54
2017-08-11,1,SKU-311670,GROCERY I,1,140.6,862,10.54
2017-08-12,1,SKU-311670,GROCERY I,0,129.6,1463,10.54
2017-08-13,1,SKU-311670,GROCERY I,1,168.6,771,10.54
2017-08-14,1,SKU-311670,GROCERY I,0,102.9,1274,10.54
2017-08-15,1,SKU-311670,GROCERY I,0,98.5,646,10.54
2017-08-16,1,SKU-311670,GROCERY I,1,136.3,783,10.54
2017-08-01,1,SKU-868731,GROCERY I,0,89.1,1122,29.05
2017-08-02,1,SKU-868731,GROCERY I,0,91.4,269,29.05
2017-08-03,1,SKU-868731,GROCERY I,0,90.3,734,29.05
2017-08-04,1,SKU-868731,GROCERY I,0,91.2,354,29.05
2017-08-05,1,SKU-868731,GROCERY I,0,108.4,1168,29.05
2017-08-06,1,SKU-868731,GROCERY I,1,148.8,427,29.05
2017-08-07,1,SKU-868731,GROCERY I,0,94.2,1066,29.05
2017-08-08,1,SKU-868731,GROCERY I,0,89.8,374,29.05
2017-08-09,1,SKU-868731,GROCERY I,0,91.9,581,29.05
2017-08-10,1,SKU-868731,GROCERY I,1,121.7,254,29.05
2017-08-11,1,SKU-868731,GROCERY I,0,89.6,1174,29.05
2017-08-12,1,SKU-868731,GROCERY I,0,112.5,1028,29.05
2017-08-13,1,SKU-868731,GROCERY I,0,112.2,1554,29.05
2017-08-14,1,SKU-868731,GROCERY I,0,88.0,1066,29.05
2017-08-15,1,SKU-868731,GROCERY I,0,87.3,725,29.05
2017-08-16,1,SKU-868731,GROCERY I,0,94.3,618,29.05
2017-08-01,1,SKU-942252,GROCERY I,0,277.5,696,6.63
2017-08-02,1,SKU-942252,GROCERY I,0,267.5,320,6.63
2017-08-03,1,SKU-942252,GROCERY I,0,267.3,3191,6.63
2017-08-04,1,SKU-942252,GROCERY I,1,364.5,2536,6.63
2017-08-05,1,SKU-942252,GROCERY I,0,324.1,1862,6.63
2017-08-06,1,SKU-942252,GROCERY I,0,327.2,1986,6.63
2017-08-07,1,SKU-942252,GROCERY I,0,254.6,2103,6.63
2017-08-08,1,SKU-942252,GROCERY I,0,255.5,3374,6.63
2017-08-09,1,SKU-942252,GROCERY I,0,276.2,11,6.63
2017-08-10,1,SKU-942252,GROCERY I,1,342.8,3639,6.63
2017-08-11,1,SKU-942252,GROCERY I,0,273.1,1542,6.63
2017-08-12,1,SKU-942252,GROCERY I,0,345.9,354,6.63
2017-08-13,1,SKU-942252,GROCERY I,1,434.4,2920,6.63
2017-08-14,1,SKU-942252,GROCERY I,1,356.2,1091,6.63
2017-08-15,1,SKU-942252,GROCERY I,1,370.3,4784,6.63
2017-08-16,1,SKU-942252,GROCERY I,0,266.9,1363,6.63
2017-08-01,1,SKU-107509,GROCERY I,1,45.1,121,34.15
2017-08-02,1,SKU-107509,GROCERY I,0,34.6,332,34.15
2017-08-03,1,SKU-107509,GROCERY I,0,32.7,384,34.15
2017-08-04,1,SKU-107509,GROCERY I,0,33.0,48,34.15
2017-08-05,1,SKU-107509,GROCERY I,0,43.4,407,34.15
2017-08-06,1,SKU-107509,GROCERY I,1,55.9,771,34.15
2017-08-07,1,SKU-107509,GROCERY I,0,33.8,421,34.15
2017-08-08,1,SKU-107509,GROCERY I,0,33.4,414,34.15
2017-08-09,1,SKU-107509,GROCERY I,0,34.6,435,34.15
2017-08-10,1,SKU-107509,GROCERY I,0,34.5,362,34.15
2017-08-11,1,SKU-107509,GROCERY I,0,32.5,353,34.15
2017-08-12,1,SKU-107509,GROCERY I,0,43.8,559,34.15
2017-08-13,1,SKU-107509,GROCERY I,0,41.2,141,34.15
2017-08-14,1,SKU-107509,GROCERY I,0,35.4,258,34.15
2017-08-15,1,SKU-107509,GROCERY I,0,34.4,355,34.15
2017-08-16,1,SKU-107509,GROCERY I,0,34.7,164,34.15
2017-08-01,1,SKU-218778,GROCERY I,1,154.5,997,16.36
2017-08-02,1,SKU-218778,GROCERY I,0,114.6,260,16.36
2017-08-03,1,SKU-218778,GROCERY I,0,109.6,1352,16.36
2017-08-04,1,SKU-218778,GROCERY I,0,106.9,744,16.36
2017-08-05,1,SKU-218778,GROCERY I,0,141.3,898,16.36
2017-08-06,1,SKU-218778,GROCERY I,0,134.9,274,16.36
2017-08-07,1,SKU-218778,GROCERY I,1,155.8,519,16.36
2017-08-08,1,SKU-218778,GROCERY I,0,106.2,908,16.36
2017-08-09,1,SKU-218778,GROCERY I,1,148.1,1412,16.36
2017-08-10,1,SKU-218778,GROCERY I,1,156.5,151,16.36
2017-08-11,1,SKU-218778,GROCERY I,0,106.3,1293,16.36
2017-08-12,1,SKU-218778,GROCERY I,1,190.9,232,16.36
2017-08-13,1,SKU-218778,GROCERY I,0,137.5,1083,16.36
2017-08-14,1,SKU-218778,GROCERY I,0,106.4,1091,16.36
2017-08-15,1,SKU-218778,GROCERY I,0,110.6,206,16.36
2017-08-16,1,SKU-218778,GROCERY I,1,151.0,1906,16.36
2017-08-01,1,SKU-573468,GROCERY I,0,145.8,949,34.22
2017-08-02,1,SKU-573468,GROCERY I,0,147.6,623,34.22
2017-08-03,1,SKU-573468,GROCERY I,0,143.0,565,34.22
2017-08-04,1,SKU-573468,GROCERY I,0,150.8,1048,34.22
2017-08-05,1,SKU-573468,GROCERY I,0,184.8,1042,34.22
2017-08-06,1,SKU-573468,GROCERY I,0,182.2,772,34.22
2017-08-07,1,SKU-573468,GROCERY I,1,199.0,2609,34.22
2017-08-08,1,SKU-573468,GROCERY I,0,149.1,1665,34.22
2017-08-09,1,SKU-573468,GROCERY I,0,145.2,1979,34.22
2017-08-10,1,SKU-573468,GROCERY I,0,143.2,104,34.22
2017-08-11,1,SKU-573468,GROCERY I,1,210.1,1353,34.22
2017-08-12,1,SKU-573468,GROCERY I,0,195.7,896,34.22
2017-08-13,1,SKU-573468,GROCERY I,0,192.9,960,34.22
2017-08-14,1,SKU-573468,GROCERY I,0,155.8,1741,34.22
2017-08-15,1,SKU-573468,GROCERY I,0,146.8,593,34.22
2017-08-16,1,SKU-573468,GROCERY I,0,149.9,880,34.22
2017-08-01,1,SKU-922590,GROCERY I,0,157.5,1885,42.12
2017-08-02,1,SKU-922590,GROCERY I,0,154.0,863,42.12
2017-08-03,1,SKU-922590,GROCERY I,0,163.6,103,42.12
2017-08-04,1,SKU-922590,GROCERY I,0,154.7,511,42.12
2017-08-05,1,SKU-922590,GROCERY I,0,193.4,538,42.12
2017-08-06,1,SKU-922590,GROCERY I,0,207.5,427,42.12
2017-08-07,1,SKU-922590,GROCERY I,0,153.5,2005,42.12
2017-08-08,1,SKU-922590,GROCERY I,1,218.7,329,42.12
2017-08-09,1,SKU-922590,GROCERY I,1,210.6,782,42.12
2017-08-10,1,SKU-922590,GROCERY I,0,162.5,1773,42.12
2017-08-11,1,SKU-922590,GROCERY I,1,221.7,746,42.12
2017-08-12,1,SKU-922590,GROCERY I,0,189.2,2330,42.12
2017-08-13,1,SKU-922590,GROCERY I,0,206.1,957,42.12
2017-08-14,1,SKU-922590,GROCERY I,0,150.2,694,42.12
2017-08-15,1,SKU-922590,GROCERY I,1,202.5,1157,42.12
2017-08-16,1,SKU-922590,GROCERY I,0,155.4,383,42.12
2017-08-01,1,SKU-190728,BEVERAGES,0,204.4,328,33.79
2017-08-02,1,SKU-190728,BEVERAGES,0,201.7,393,33.79
2017-08-03,1,SKU-190728,BEVERAGES,0,216.8,2796,33.79
2017-08-04,1,SKU-190728,BEVERAGES,0,201.0,401,33.79
2017-08-05,1,SKU-190728,BEVERAGES,0,254.7,3373,33.79
2017-08-06,1,SKU-190728,BEVERAGES,0,254.8,297,33.79
2017-08-07,1,SKU-190728,BEVERAGES,1,292.2,2934,33.79
2017-08-08,1,SKU-190728,BEVERAGES,0,201.3,631,33.79
2017-08-09,1,SKU-190728,BEVERAGES,0,213.3,797,33.79
2017-08-10,1,SKU-190728,BEVERAGES,0,209.8,705,33.79
2017-08-11,1,SKU-190728,BEVERAGES,0,205.4,108,33.79
2017-08-12,1,SKU-190728,BEVERAGES,0,273.4,1128,33.79
2017-08-13,1,SKU-190728,BEVERAGES,0,251.0,2165,33.79
2017-08-14,1,SKU-190728,BEVERAGES,1,276.3,936,33.79
2017-08-15,1,SKU-190728,BEVERAGES,1,287.3,2285,33.79
2017-08-16,1,SKU-190728,BEVERAGES,0,201.9,2025,33.79
2017-08-01,1,SKU-359004,BEVERAGES,0,170.3,1367,27.97
2017-08-02,1,SKU-359004,BEVERAGES,1,208.9,1679,27.97
2017-08-03,1,SKU-359004,BEVERAGES,1,225.1,2852,27.97
2017-08-04,1,SKU-359004,BEVERAGES,0,154.6,1027,27.97
2017-08-05,1,SKU-359004,BEVERAGES,0,215.3,677,27.97
2017-08-06,1,SKU-359004,BEVERAGES,0,196.5,1440,27.97
2017-08-07,1,SKU-359004,BEVERAGES,0,155.3,735,27.97
2017-08-08,1,SKU-359004,BEVERAGES,0,170.7,504,27.97
2017-08-09,1,SKU-359004,BEVERAGES,0,170.7,1894,27.97
2017-08-10,1,SKU-359004,BEVERAGES,1,230.0,1581,27.97
2017-08-11,1,SKU-359004,BEVERAGES,0,156.4,971,27.97
2017-08-12,1,SKU-359004,BEVERAGES,1,277.6,2733,27.97
2017-08-13,1,SKU-359004,BEVERAGES,1,270.7,3319,27.97
2017-08-14,1,SKU-359004,BEVERAGES,0,158.0,1915,27.97
2017-08-15,1,SKU-359004,BEVERAGES,0,166.8,1284,27.97
2017-08-16,1,SKU-359004,BEVERAGES,0,167.8,1377,27.97
2017-08-01,1,SKU-878459,BEVERAGES,0,30.7,319,8.03
2017-08-02,1,SKU-878459,BEVERAGES,0,31.0,304,8.03
2017-08-03,1,SKU-878459,BEVERAGES,0,32.5,453,8.03
2017-08-04,1,SKU-878459,BEVERAGES,1,42.2,533,8.03
2017-08-05,1,SKU-878459,BEVERAGES,0,41.0,23,8.03
2017-08-06,1,SKU-878459,BEVERAGES,0,42.1,219,8.03
2017-08-07,1,SKU-878459,BEVERAGES,1,42.3,499,8.03
2017-08-08,1,SKU-878459,BEVERAGES,1,42.6,338,8.03
2017-08-09,1,SKU-878459,BEVERAGES,0,33.1,126,8.03
2017-08-10,1,SKU-878459,BEVERAGES,0,31.2,102,8.03
2017-08-11,1,SKU-878459,BEVERAGES,0,32.1,397,8.03
2017-08-12,1,SKU-878459,BEVERAGES,0,40.3,365,8.03
2017-08-13,1,SKU-878459,BEVERAGES,0,41.7,218,8.03
2017-08-14,1,SKU-878459,BEVERAGES,0,30.6,382,8.03
2017-08-15,1,SKU-878459,BEVERAGES,1,42.0,93,8.03
2017-08-16,1,SKU-878459,BEVERAGES,0,32.4,281,8.03
2017-08-01,1,SKU-875035,BEVERAGES,0,96.2,1185,27.4
2017-08-02,1,SKU-875035,BEVERAGES,1,131.2,723,27.4
2017-08-03,1,SKU-875035,BEVERAGES,0,100.7,913,27.4
2017-08-04,1,SKU-875035,BEVERAGES,0,97.7,33,27.4
2017-08-05,1,SKU-875035,BEVERAGES,1,163.0,1082,27.4
2017-08-06,1,SKU-875035,BEVERAGES,1,158.3,359,27.4
2017-08-07,1,SKU-875035,BEVERAGES,0,94.6,454,27.4
2017-08-08,1,SKU-875035,BEVERAGES,1,135.6,1679,27.4
2017-08-09,1,SKU-875035,BEVERAGES,1,129.2,544,27.4
2017-08-10,1,SKU-875035,BEVERAGES,0,100.5,959,27.4
2017-08-11,1,SKU-875035,BEVERAGES,0,96.1,686,27.4
2017-08-12,1,SKU-875035,BEVERAGES,0,127.6,686,27.4
2017-08-13,1,SKU-875035,BEVERAGES,1,164.9,1725,27.4
2017-08-14,1,SKU-875035,BEVERAGES,1,136.6,118,27.4
2017-08-15,1,SKU-875035,BEVERAGES,0,97.0,591,27.4
2017-08-16,1,SKU-875035,BEVERAGES,0,101.6,168,27.4
2017-08-01,1,SKU-952588,BEVERAGES,0,124.8,241,16.61
2017-08-02,1,SKU-952588,BEVERAGES,1,185.6,418,16.61
2017-08-03,1,SKU-952588,BEVERAGES,0,137.4,309,16.61
2017-08-04,1,SKU-952588,BEVERAGES,0,136.8,1354,16.61
2017-08-05,1,SKU-952588,BEVERAGES,0,164.0,138,16.61
2017-08-06,1,SKU-952588,BEVERAGES,0,170.4,1326,16.61
2017-08-07,1,SKU-952588,BEVERAGES,0,129.0,299,16.61
2017-08-08,1,SKU-952588,BEVERAGES,0,135.5,1211,16.61
2017-08-09,1,SKU-952588,BEVERAGES,0,130.2,1462,16.61
2017-08-10,1,SKU-952588,BEVERAGES,0,128.6,488,16.61
2017-08-11,1,SKU-952588,BEVERAGES,0,135.5,1107,16.61
2017-08-12,1,SKU-952588,BEVERAGES,1,231.9,3204,16.61
2017-08-13,1,SKU-952588,BEVERAGES,0,160.5,1043,16.61
2017-08-14,1,SKU-952588,BEVERAGES,0,135.1,1672,16.61
2017-08-15,1,SKU-952588,BEVERAGES,0,128.2,229,16.61
2017-08-16,1,SKU-952588,BEVERAGES,0,135.6,666,16.61
2017-08-01,1,SKU-421660,BEVERAGES,0,37.5,286,42.04
2017-08-02,1,SKU-421660,BEVERAGES,1,46.1,411,42.04
2017-08-03,1,SKU-421660,BEVERAGES,1,49.5,535,42.04
2017-08-04,1,SKU-421660,BEVERAGES,0,37.4,521,42.04
2017-08-05,1,SKU-421660,BEVERAGES,0,47.1,197,42.04
2017-08-06,1,SKU-421660,BEVERAGES,0,44.4,601,42.04
2017-08-07,1,SKU-421660,BEVERAGES,0,35.7,219,42.04
2017-08-08,1,SKU-421660,BEVERAGES,0,36.2,75,42.04
2017-08-09,1,SKU-421660,BEVERAGES,1,50.5,570,42.04
2017-08-10,1,SKU-421660,BEVERAGES,1,47.5,222,42.04
2017-08-11,1,SKU-421660,BEVERAGES,0,34.1,451,42.04
2017-08-12,1,SKU-421660,BEVERAGES,0,46.9,64,42.04
2017-08-13,1,SKU-421660,BEVERAGES,1,58.8,41,42.04
2017-08-14,1,SKU-421660,BEVERAGES,1,47.1,473,42.04
2017-08-15,1,SKU-421660,BEVERAGES,0,34.3,448,42.04
2017-08-16,1,SKU-421660,BEVERAGES,0,36.5,261,42.04
2017-08-01,1,SKU-587182,BEVERAGES,1,55.8,298,30.41
2017-08-02,1,SKU-587182,BEVERAGES,0,40.8,188,30.41
2017-08-03,1,SKU-587182,BEVERAGES,0,39.0,225,30.41
2017-08-04,1,SKU-587182,BEVERAGES,1,52.5,512,30.41
2017-08-05,1,SKU-587182,BEVERAGES,0,48.9,225,30.41
2017-08-06,1,SKU-587182,BEVERAGES,1,66.0,588,30.41
2017-08-07,1,SKU-587182,BEVERAGES,0,40.1,342,30.41
2017-08-08,1,SKU-587182,BEVERAGES,0,38.9,311,30.41
2017-08-09,1,SKU-587182,BEVERAGES,0,40.9,474,30.41
2017-08-10,1,SKU-587182,BEVERAGES,0,39.7,518,30.41
2017-08-11,1,SKU-587182,BEVERAGES,0,40.4,55,30.41
2017-08-12,1,SKU-587182,BEVERAGES,0,51.7,403,30.41
2017-08-13,1,SKU-587182,BEVERAGES,0,51.8,521,30.41
2017-08-14,1,SKU-587182,BEVERAGES,0,39.8,356,30.41
2017-08-15,1,SKU-587182,BEVERAGES,1,55.8,623,30.41
2017-08-16,1,SKU-587182,BEVERAGES,1,51.3,588,30.41
2017-08-01,1,SKU-763662,BEVERAGES,0,232.0,774,38.25
2017-08-02,1,SKU-763662,BEVERAGES,1,318.9,2932,38.25
2017-08-03,1,SKU-763662,BEVERAGES,0,239.3,1298,38.25
2017-08-04,1,SKU-763662,BEVERAGES,0,239.3,1984,38.25
2017-08-05,1,SKU-763662,BEVERAGES,0,287.8,1491,38.25
2017-08-06,1,SKU-763662,BEVERAGES,0,302.1,3868,38.25
2017-08-07,1,SKU-763662,BEVERAGES,0,230.1,632,38.25
2017-08-08,1,SKU-763662,BEVERAGES,0,234.5,2396,38.25
2017-08-09,1,SKU-763662,BEVERAGES,0,238.4,2951,38.25
2017-08-10,1,SKU-763662,BEVERAGES,1,333.4,3611,38.25
2017-08-11,1,SKU-763662,BEVERAGES,1,310.4,866,38.25
2017-08-12,1,SKU-763662,BEVERAGES,0,304.5,3997,38.25
2017-08-13,1,SKU-763662,BEVERAGES,0,302.4,3162,38.25
2017-08-14,1,SKU-763662,BEVERAGES,1,323.5,4394,38.25
2017-08-15,1,SKU-763662,BEVERAGES,0,232.6,1772,38.25
2017-08-16,1,SKU-763662,BEVERAGES,0,224.4,2301,38.25
2017-08-01,1,SKU-134623,BEVERAGES,1,174.7,1836,15.19
2017-08-02,1,SKU-134623,BEVERAGES,0,123.5,727,15.19
2017-08-03,1,SKU-134623,BEVERAGES,0,129.9,1620,15.19
2017-08-04,1,SKU-134623,BEVERAGES,0,127.4,1634,15.19
2017-08-05,1,SKU-134623,BEVERAGES,0,160.2,228,15.19
2017-08-06,1,SKU-134623,BEVERAGES,1,228.6,116,15.19
2017-08-07,1,SKU-134623,BEVERAGES,0,133.1,1764,15.19
2017-08-08,1,SKU-134623,BEVERAGES,0,134.7,748,15.19
2017-08-09,1,SKU-134623,BEVERAGES,0,123.4,577,15.19
2017-08-10,1,SKU-134623,BEVERAGES,0,135.6,399,15.19
2017-08-11,1,SKU-134623,BEVERAGES,0,123.7,1324,15.19
2017-08-12,1,SKU-134623,BEVERAGES,1,215.6,1300,15.19
2017-08-13,1,SKU-134623,BEVERAGES,0,163.3,313,15.19
2017-08-14,1,SKU-134623,BEVERAGES,0,132.9,1034,15.19
2017-08-15,1,SKU-134623,BEVERAGES,0,128.0,1147,15.19
2017-08-16,1,SKU-134623,BEVERAGES,0,125.1,1481,15.19
2017-08-01,1,SKU-491941,BEVERAGES,0,68.6,935,19.47
2017-08-02,1,SKU-491941,BEVERAGES,0,71.9,589,19.47
2017-08-03,1,SKU-491941,BEVERAGES,1,92.3,591,19.47
2017-08-04,1,SKU-491941,BEVERAGES,1,96.6,330,19.47
