date,store_nbr,item_nbr,family,onpromotion,unit_sales,current_stock,unit_cost
2017-08-11,44,SKU-803058,GROCERY I,0,144.7,1886,31.15
2017-08-12,44,SKU-803058,GROCERY I,1,270.7,3576,31.15
2017-08-13,44,SKU-803058,GROCERY I,1,263.8,3120,31.15
2017-08-14,44,SKU-803058,GROCERY I,0,146.3,807,31.15
2017-08-15,44,SKU-803058,GROCERY I,1,202.0,2455,31.15
2017-08-16,44,SKU-803058,GROCERY I,0,149.4,740,31.15
2017-08-01,44,SKU-481724,GROCERY I,1,62.9,45,19.57
2017-08-02,44,SKU-481724,GROCERY I,0,49.7,367,19.57
2017-08-03,44,SKU-481724,GROCERY I,0,50.1,540,19.57
2017-08-04,44,SKU-481724,GROCERY I,1,65.3,27,19.57
2017-08-05,44,SKU-481724,GROCERY I,0,62.9,665,19.57
2017-08-06,44,SKU-481724,GROCERY I,1,80.3,146,19.57
2017-08-07,44,SKU-481724,GROCERY I,0,47.1,353,19.57
2017-08-08,44,SKU-481724,GROCERY I,1,66.2,489,19.57
2017-08-09,44,SKU-481724,GROCERY I,0,46.5,532,19.57
2017-08-10,44,SKU-481724,GROCERY I,0,47.0,418,19.57
2017-08-11,44,SKU-481724,GROCERY I,0,46.5,181,19.57
2017-08-12,44,SKU-481724,GROCERY I,0,59.8,211,19.57
2017-08-13,44,SKU-481724,GROCERY I,0,61.2,575,19.57
2017-08-14,44,SKU-481724,GROCERY I,1,66.7,547,19.57
2017-08-15,44,SKU-481724,GROCERY I,1,66.5,162,19.57
2017-08-16,44,SKU-481724,GROCERY I,0,49.7,516,19.57
2017-08-01,44,SKU-926083,GROCERY I,0,274.3,2550,31.61
2017-08-02,44,SKU-926083,GROCERY I,1,383.4,4733,31.61
2017-08-03,44,SKU-926083,GROCERY I,0,277.8,3525,31.61
2017-08-04,44,SKU-926083,GROCERY I,1,396.8,4306,31.61
2017-08-05,44,SKU-926083,GROCERY I,0,355.4,4481,31.61
2017-08-06,44,SKU-926083,GROCERY I,0,345.6,2113,31.61
2017-08-07,44,SKU-926083,GROCERY I,0,269.1,2804,31.61
2017-08-08,44,SKU-926083,GROCERY I,0,277.8,3131,31.61
2017-08-09,44,SKU-926083,GROCERY I,0,290.0,1394,31.61
2017-08-10,44,SKU-926083,GROCERY I,1,367.6,206,31.61
2017-08-11,44,SKU-926083,GROCERY I,1,388.2,1268,31.61
2017-08-12,44,SKU-926083,GROCERY I,1,478.4,6370,31.61
2017-08-13,44,SKU-926083,GROCERY I,0,353.3,2227,31.61
2017-08-14,44,SKU-926083,GROCERY I,0,281.4,1788,31.61
2017-08-15,44,SKU-926083,GROCERY I,0,273.7,824,31.61
2017-08-16,44,SKU-926083,GROCERY I,1,382.4,4090,31.61
2017-08-01,44,SKU-267182,GROCERY I,0,257.8,49,40.71
2017-08-02,44,SKU-267182,GROCERY I,1,352.5,109,40.71
2017-08-03,44,SKU-267182,GROCERY I,0,263.4,677,40.71
2017-08-04,44,SKU-267182,GROCERY I,0,248.8,1246,40.71
2017-08-05,44,SKU-267182,GROCERY I,0,312.7,1297,40.71
2017-08-06,44,SKU-267182,GROCERY I,1,425.2,2667,40.71
2017-08-07,44,SKU-267182,GROCERY I,0,243.5,3376,40.71
2017-08-08,44,SKU-267182,GROCERY I,1,343.1,2293,40.71
2017-08-09,44,SKU-267182,GROCERY I,0,248.7,184,40.71
2017-08-10,44,SKU-267182,GROCERY I,0,265.4,685,40.71
2017-08-11,44,SKU-267182,GROCERY I,0,240.7,420,40.71
2017-08-12,44,SKU-267182,GROCERY I,0,313.2,3972,40.71
2017-08-13,44,SKU-267182,GROCERY I,0,310.4,2375,40.71
2017-08-14,44,SKU-267182,GROCERY I,1,325.3,2307,40.71
2017-08-15,44,SKU-267182,GROCERY I,1,328.2,4149,40.71
2017-08-16,44,SKU-267182,GROCERY I,0,244.8,2023,40.71
2017-08-01,44,SKU-160216,GROCERY I,0,232.4,1964,42.12
2017-08-02,44,SKU-160216,GROCERY I,0,237.1,20,42.12
2017-08-03,44,SKU-160216,GROCERY I,0,229.0,579,42.12
2017-08-04,44,SKU-160216,GROCERY I,1,312.5,2095,42.12
2017-08-05,44,SKU-160216,GROCERY I,1,387.1,3031,42.12
2017-08-06,44,SKU-160216,GROCERY I,0,284.3,561,42.12
2017-08-07,44,SKU-160216,GROCERY I,0,227.7,968,42.12
2017-08-08,44,SKU-160216,GROCERY I,0,221.5,2869,42.12
2017-08-09,44,SKU-160216,GROCERY I,0,236.5,1697,42.12
2017-08-10,44,SKU-160216,GROCERY I,0,223.6,3026,42.12
2017-08-11,44,SKU-160216,GROCERY I,0,230.2,3201,42.12
2017-08-12,44,SKU-160216,GROCERY I,1,390.5,5414,42.12
2017-08-13,44,SKU-160216,GROCERY I,1,377.7,2150,42.12
2017-08-14,44,SKU-160216,GROCERY I,0,224.6,2393,42.12
2017-08-15,44,SKU-160216,GROCERY I,0,217.6,2674,42.12
2017-08-16,44,SKU-160216,GROCERY I,0,239.5,3199,42.12
2017-08-01,44,SKU-533891,GROCERY I,0,267.6,3585,7.4
2017-08-02,44,SKU-533891,GROCERY I,0,258.5,2476,7.4
2017-08-03,44,SKU-533891,GROCERY I,0,273.8,1658,7.4
2017-08-04,44,SKU-533891,GROCERY I,1,349.6,4543,7.4
2017-08-05,44,SKU-533891,GROCERY I,0,338.0,4500,7.4
2017-08-06,44,SKU-533891,GROCERY I,0,335.2,491,7.4
2017-08-07,44,SKU-533891,GROCERY I,0,270.9,921,7.4
2017-08-08,44,SKU-533891,GROCERY I,1,358.2,1126,7.4
2017-08-09,44,SKU-533891,GROCERY I,0,258.9,462,7.4
2017-08-10,44,SKU-533891,GROCERY I,1,360.5,1848,7.4
2017-08-11,44,SKU-533891,GROCERY I,0,265.7,1583,7.4
2017-08-12,44,SKU-533891,GROCERY I,0,327.1,3991,7.4
2017-08-13,44,SKU-533891,GROCERY I,0,325.1,4380,7.4
2017-08-14,44,SKU-533891,GROCERY I,0,271.0,1428,7.4
2017-08-15,44,SKU-533891,GROCERY I,0,248.1,254,7.4
2017-08-16,44,SKU-533891,GROCERY I,0,248.4,1174,7.4
2017-08-01,44,SKU-432395,GROCERY I,0,53.1,118,11.16
2017-08-02,44,SKU-432395,GROCERY I,0,52.5,633,11.16
2017-08-03,44,SKU-432395,GROCERY I,1,71.4,656,11.16
2017-08-04,44,SKU-432395,GROCERY I,0,49.4,493,11.16
2017-08-05,44,SKU-432395,GROCERY I,1,89.7,30,11.16
2017-08-06,44,SKU-432395,GROCERY I,0,65.7,637,11.16
2017-08-07,44,SKU-432395,GROCERY I,1,69.8,226,11.16
2017-08-08,44,SKU-432395,GROCERY I,1,70.8,242,11.16
2017-08-09,44,SKU-432395,GROCERY I,0,53.6,667,11.16
2017-08-10,44,SKU-432395,GROCERY I,0,49.0,42,11.16
2017-08-11,44,SKU-432395,GROCERY I,0,52.1,430,11.16
2017-08-12,44,SKU-432395,GROCERY I,0,66.3,27,11.16
2017-08-13,44,SKU-432395,GROCERY I,0,64.0,147,11.16
2017-08-14,44,SKU-432395,GROCERY I,0,52.1,596,11.16
2017-08-15,44,SKU-432395,GROCERY I,1,71.6,670,11.16
2017-08-16,44,SKU-432395,GROCERY I,1,67.8,942,11.16
2017-08-01,44,SKU-358469,GROCERY I,1,394.6,403,22.84
2017-08-02,44,SKU-358469,GROCERY I,0,287.9,1051,22.84
2017-08-03,44,SKU-358469,GROCERY I,0,273.3,1525,22.84
2017-08-04,44,SKU-358469,GROCERY I,0,277.2,351,22.84
2017-08-05,44,SKU-358469,GROCERY I,1,478.2,6034,22.84
2017-08-06,44,SKU-358469,GROCERY I,1,503.0,3209,22.84
2017-08-07,44,SKU-358469,GROCERY I,1,369.3,499,22.84
2017-08-08,44,SKU-358469,GROCERY I,1,364.6,4963,22.84
2017-08-09,44,SKU-358469,GROCERY I,0,281.1,564,22.84
2017-08-10,44,SKU-358469,GROCERY I,1,385.0,3835,22.84
2017-08-11,44,SKU-358469,GROCERY I,0,271.1,1202,22.84
2017-08-12,44,SKU-358469,GROCERY I,0,340.4,55,22.84
2017-08-13,44,SKU-358469,GROCERY I,0,366.1,3202,22.84
2017-08-14,44,SKU-358469,GROCERY I,0,286.3,2598,22.84
2017-08-15,44,SKU-358469,GROCERY I,0,284.0,1476,22.84
2017-08-16,44,SKU-358469,GROCERY I,0,280.1,1360,22.84
2017-08-01,44,SKU-854719,GROCERY I,1,191.9,2121,20.15
2017-08-02,44,SKU-854719,GROCERY I,0,138.0,1070,20.15
2017-08-03,44,SKU-854719,GROCERY I,1,184.0,120,20.15
2017-08-04,44,SKU-854719,GROCERY I,0,144.4,812,20.15
2017-08-05,44,SKU-854719,GROCERY I,1,232.4,647,20.15
2017-08-06,44,SKU-854719,GROCERY I,0,182.1,1749,20.15
2017-08-07,44,SKU-854719,GROCERY I,0,148.7,716,20.15
2017-08-08,44,SKU-854719,GROCERY I,1,192.7,608,20.15
2017-08-09,44,SKU-854719,GROCERY I,1,198.3,1105,20.15
2017-08-10,44,SKU-854719,GROCERY I,0,138.9,1344,20.15
2017-08-11,44,SKU-854719,GROCERY I,0,147.3,456,20.15
2017-08-12,44,SKU-854719,GROCERY I,0,175.7,478,20.15
2017-08-13,44,SKU-854719,GROCERY I,0,174.5,1866,20.15
2017-08-14,44,SKU-854719,GROCERY I,0,145.3,1180,20.15
2017-08-15,44,SKU-854719,GROCERY I,1,201.8,2457,20.15
2017-08-16,44,SKU-854719,GROCERY I,1,190.0,2006,20.15
2017-08-01,44,SKU-669398,GROCERY I,1,37.6,330,3.92
2017-08-02,44,SKU-669398,GROCERY I,0,30.0,244,3.92
2017-08-03,44,SKU-669398,GROCERY I,0,30.3,104,3.92
2017-08-04,44,SKU-669398,GROCERY I,0,27.8,379,3.92
2017-08-05,44,SKU-669398,GROCERY I,1,47.0,466,3.92
2017-08-06,44,SKU-669398,GROCERY I,0,38.3,155,3.92
2017-08-07,44,SKU-669398,GROCERY I,1,39.6,16,3.92
2017-08-08,44,SKU-669398,GROCERY I,1,37.7,353,3.92
2017-08-09,44,SKU-669398,GROCERY I,1,39.6,62,3.92
2017-08-10,44,SKU-669398,GROCERY I,1,38.1,338,3.92
2017-08-11,44,SKU-669398,GROCERY I,1,40.8,348,3.92
2017-08-12,44,SKU-669398,GROCERY I,0,37.8,94,3.92
2017-08-13,44,SKU-669398,GROCERY I,0,38.1,311,3.92
2017-08-14,44,SKU-669398,GROCERY I,0,29.2,67,3.92
2017-08-15,44,SKU-669398,GROCERY I,0,27.9,305,3.92
2017-08-16,44,SKU-669398,GROCERY I,1,39.5,123,3.92
2017-08-01,44,SKU-948385,GROCERY I,0,188.8,1547,31.37
2017-08-02,44,SKU-948385,GROCERY I,0,183.4,1707,31.37
2017-08-03,44,SKU-948385,GROCERY I,0,184.0,1383,31.37
2017-08-04,44,SKU-948385,GROCERY I,1,244.6,2204,31.37
2017-08-05,44,SKU-948385,GROCERY I,0,228.6,490,31.37
2017-08-06,44,SKU-948385,GROCERY I,0,247.8,984,31.37
2017-08-07,44,SKU-948385,GROCERY I,0,188.7,626,31.37
2017-08-08,44,SKU-948385,GROCERY I,0,196.1,2287,31.37
2017-08-09,44,SKU-948385,GROCERY I,1,252.9,2811,31.37
2017-08-10,44,SKU-948385,GROCERY I,0,194.9,2588,31.37
2017-08-11,44,SKU-948385,GROCERY I,0,189.3,1720,31.37
2017-08-12,44,SKU-948385,GROCERY I,1,314.2,4276,31.37
2017-08-13,44,SKU-948385,GROCERY I,0,232.4,76,31.37
2017-08-14,44,SKU-948385,GROCERY I,1,246.2,494,31.37
2017-08-15,44,SKU-948385,GROCERY I,0,192.4,1853,31.37
2017-08-16,44,SKU-948385,GROCERY I,0,195.6,2668,31.37
2017-08-01,44,SKU-524558,GROCERY I,0,105.5,636,28.94
2017-08-02,44,SKU-524558,GROCERY I,1,151.9,45,28.94
2017-08-03,44,SKU-524558,GROCERY I,0,107.6,643,28.94
2017-08-04,44,SKU-524558,GROCERY I,0,107.5,581,28.94
2017-08-05,44,SKU-524558,GROCERY I,0,138.1,285,28.94
2017-08-06,44,SKU-524558,GROCERY I,0,137.3,1662,28.94
2017-08-07,44,SKU-524558,GROCERY I,1,144.7,317,28.94
2017-08-08,44,SKU-524558,GROCERY I,0,109.6,1430,28.94
2017-08-09,44,SKU-524558,GROCERY I,0,114.7,816,28.94
2017-08-10,44,SKU-524558,GROCERY I,1,152.3,1513,28.94
2017-08-11,44,SKU-524558,GROCERY I,0,114.4,414,28.94
2017-08-12,44,SKU-524558,GROCERY I,1,191.2,1179,28.94
2017-08-13,44,SKU-524558,GROCERY I,1,195.4,2114,28.94
2017-08-14,44,SKU-524558,GROCERY I,0,115.8,1207,28.94
2017-08-15,44,SKU-524558,GROCERY I,0,115.3,270,28.94
2017-08-16,44,SKU-524558,GROCERY I,0,111.3,97,28.94
2017-08-01,44,SKU-823738,GROCERY I,1,40.0,127,27.34
2017-08-02,44,SKU-823738,GROCERY I,0,30.0,305,27.34
2017-08-03,44,SKU-823738,GROCERY I,0,28.0,165,27.34
2017-08-04,44,SKU-823738,GROCERY I,0,30.0,342,27.34
2017-08-05,44,SKU-823738,GROCERY I,0,35.7,344,27.34
2017-08-06,44,SKU-823738,GROCERY I,1,52.2,638,27.34
2017-08-07,44,SKU-823738,GROCERY I,0,30.1,360,27.34
2017-08-08,44,SKU-823738,GROCERY I,0,28.7,383,27.34
2017-08-09,44,SKU-823738,GROCERY I,0,28.3,52,27.34
2017-08-10,44,SKU-823738,GROCERY I,0,29.2,47,27.34
2017-08-11,44,SKU-823738,GROCERY I,1,40.9,418,27.34
2017-08-12,44,SKU-823738,GROCERY I,0,37.8,15,27.34
2017-08-13,44,SKU-823738,GROCERY I,0,36.8,431,27.34
2017-08-14,44,SKU-823738,GROCERY I,0,28.0,144,27.34
2017-08-15,44,SKU-823738,GROCERY I,0,30.7,405,27.34
2017-08-16,44,SKU-823738,GROCERY I,0,28.5,73,27.34
2017-08-01,44,SKU-544861,GROCERY I,0,112.2,254,26.56
2017-08-02,44,SKU-544861,GROCERY I,1,146.3,1541,26.56
2017-08-03,44,SKU-544861,GROCERY I,1,145.9,1906,26.56
2017-08-04,44,SKU-544861,GROCERY I,0,113.5,1024,26.56
2017-08-05,44,SKU-544861,GROCERY I,0,136.5,1439,26.56
2017-08-06,44,SKU-544861,GROCERY I,0,136.1,1337,26.56
2017-08-07,44,SKU-544861,GROCERY I,1,152.0,201,26.56
2017-08-08,44,SKU-544861,GROCERY I,0,107.0,720,26.56
2017-08-09,44,SKU-544861,GROCERY I,1,143.7,543,26.56
2017-08-10,44,SKU-544861,GROCERY I,1,143.9,30,26.56
2017-08-11,44,SKU-544861,GROCERY I,0,115.3,1255,26.56
2017-08-12,44,SKU-544861,GROCERY I,1,188.4,2329,26.56
2017-08-13,44,SKU-544861,GROCERY I,0,138.9,662,26.56
2017-08-14,44,SKU-544861,GROCERY I,0,110.2,908,26.56
2017-08-15,44,SKU-544861,GROCERY I,0,110.0,1156,26.56
2017-08-16,44,SKU-544861,GROCERY I,1,148.0,676,26.56
2017-08-01,44,SKU-815887,GROCERY I,1,306.6,3434,37.14
2017-08-02,44,SKU-815887,GROCERY I,0,227.7,3022,37.14
2017-08-03,44,SKU-815887,GROCERY I,1,321.0,3933,37.14
2017-08-04,44,SKU-815887,GROCERY I,1,322.9,2774,37.14
2017-08-05,44,SKU-815887,GROCERY I,1,392.6,926,37.14
2017-08-06,44,SKU-815887,GROCERY I,1,397.1,759,37.14
2017-08-07,44,SKU-815887,GROCERY I,0,233.2,3151,37.14
2017-08-08,44,SKU-815887,GROCERY I,0,237.3,3219,37.14
2017-08-09,44,SKU-815887,GROCERY I,1,319.7,4054,37.14
2017-08-10,44,SKU-815887,GROCERY I,0,230.2,757,37.14
2017-08-11,44,SKU-815887,GROCERY I,0,236.6,2186,37.14
2017-08-12,44,SKU-815887,GROCERY I,0,284.5,224,37.14
2017-08-13,44,SKU-815887,GROCERY I,0,289.6,2568,37.14
2017-08-14,44,SKU-815887,GROCERY I,0,238.6,1017,37.14
2017-08-15,44,SKU-815887,GROCERY I,0,244.3,3413,37.14
2017-08-16,44,SKU-815887,GROCERY I,1,321.2,877,37.14
2017-08-01,44,SKU-312139,GROCERY I,0,89.1,194,34.05
2017-08-02,44,SKU-312139,GROCERY I,0,86.5,258,34.05
2017-08-03,44,SKU-312139,GROCERY I,1,113.7,1000,34.05
2017-08-04,44,SKU-312139,GROCERY I,0,86.9,1080,34.05
2017-08-05,44,SKU-312139,GROCERY I,0,117.3,285,34.05
2017-08-06,44,SKU-312139,GROCERY I,0,107.7,413,34.05
2017-08-07,44,SKU-312139,GROCERY I,0,91.7,371,34.05
2017-08-08,44,SKU-312139,GROCERY I,1,119.0,1081,34.05
2017-08-09,44,SKU-312139,GROCERY I,0,85.4,1040,34.05
2017-08-10,44,SKU-312139,GROCERY I,0,90.9,743,34.05
2017-08-11,44,SKU-312139,GROCERY I,1,122.1,488,34.05
2017-08-12,44,SKU-312139,GROCERY I,0,106.3,712,34.05
2017-08-13,44,SKU-312139,GROCERY I,0,111.0,179,34.05
2017-08-14,44,SKU-312139,GROCERY I,1,119.7,1531,34.05
2017-08-15,44,SKU-312139,GROCERY I,0,89.7,392,34.05
2017-08-16,44,SKU-312139,GROCERY I,0,91.8,1259,34.05
2017-08-01,44,SKU-761705,GROCERY I,0,50.7,609,24.5
2017-08-02,44,SKU-761705,GROCERY I,1,68.2,337,24.5
2017-08-03,44,SKU-761705,GROCERY I,1,64.2,661,24.5
2017-08-04,44,SKU-761705,GROCERY I,1,62.2,320,24.5
2017-08-05,44,SKU-761705,GROCERY I,0,64.2,118,24.5
2017-08-06,44,SKU-761705,GROCERY I,0,62.9,185,24.5
2017-08-07,44,SKU-761705,GROCERY I,0,48.9,118,24.5
2017-08-08,44,SKU-761705,GROCERY I,1,64.0,196,24.5
2017-08-09,44,SKU-761705,GROCERY I,0,48.0,619,24.5
2017-08-10,44,SKU-761705,GROCERY I,1,65.2,334,24.5
2017-08-11,44,SKU-761705,GROCERY I,0,47.3,365,24.5
2017-08-12,44,SKU-761705,GROCERY I,1,81.0,223,24.5
2017-08-13,44,SKU-761705,GROCERY I,0,58.5,577,24.5
2017-08-14,44,SKU-761705,GROCERY I,0,48.4,210,24.5
2017-08-15,44,SKU-761705,GROCERY I,1,62.7,764,24.5
2017-08-16,44,SKU-761705,GROCERY I,0,50.2,514,24.5
2017-08-01,44,SKU-816506,GROCERY I,1,120.9,380,6.93
2017-08-02,44,SKU-816506,GROCERY I,0,86.9,1124,6.93
2017-08-03,44,SKU-816506,GROCERY I,0,94.3,661,6.93
2017-08-04,44,SKU-816506,GROCERY I,1,119.5,301,6.93
2017-08-05,44,SKU-816506,GROCERY I,1,150.4,1573,6.93
2017-08-06,44,SKU-816506,GROCERY I,0,117.6,1495,6.93
2017-08-07,44,SKU-816506,GROCERY I,1,120.9,628,6.93
2017-08-08,44,SKU-816506,GROCERY I,1,127.0,89,6.93
2017-08-09,44,SKU-816506,GROCERY I,0,87.9,1223,6.93
2017-08-10,44,SKU-816506,GROCERY I,0,91.3,853,6.93
2017-08-11,44,SKU-816506,GROCERY I,1,126.9,444,6.93
2017-08-12,44,SKU-816506,GROCERY I,0,119.9,1237,6.93
2017-08-13,44,SKU-816506,GROCERY I,0,117.6,537,6.93
2017-08-14,44,SKU-816506,GROCERY I,1,119.3,720,6.93
2017-08-15,44,SKU-816506,GROCERY I,1,116.7,682,6.93
2017-08-16,44,SKU-816506,GROCERY I,0,88.1,1035,6.93
2017-08-01,44,SKU-999856,BEVERAGES,0,25.3,248,37.7
2017-08-02,44,SKU-999856,BEVERAGES,0,24.1,29,37.7
2017-08-03,44,SKU-999856,BEVERAGES,1,31.9,172,37.7
2017-08-04,44,SKU-999856,BEVERAGES,0,24.4,75,37.7
2017-08-05,44,SKU-999856,BEVERAGES,0,29.7,360,37.7
2017-08-06,44,SKU-999856,BEVERAGES,0,32.3,97,37.7
2017-08-07,44,SKU-999856,BEVERAGES,0,24.6,36,37.7
2017-08-08,44,SKU-999856,BEVERAGES,0,25.3,26,37.7
2017-08-09,44,SKU-999856,BEVERAGES,1,32.6,81,37.7
2017-08-10,44,SKU-999856,BEVERAGES,0,25.4,48,37.7
2017-08-11,44,SKU-999856,BEVERAGES,1,33.1,27,37.7
2017-08-12,44,SKU-999856,BEVERAGES,0,31.8,326,37.7
2017-08-13,44,SKU-999856,BEVERAGES,0,31.9,62,37.7
2017-08-14,44,SKU-999856,BEVERAGES,1,34.1,341,37.7
2017-08-15,44,SKU-999856,BEVERAGES,1,33.1,316,37.7
2017-08-16,44,SKU-999856,BEVERAGES,0,24.0,195,37.7
2017-08-01,44,SKU-706065,BEVERAGES,0,288.6,390,44.82
2017-08-02,44,SKU-706065,BEVERAGES,1,364.1,1537,44.82
2017-08-03,44,SKU-706065,BEVERAGES,1,365.7,3449,44.82
2017-08-04,44,SKU-706065,BEVERAGES,0,266.2,1271,44.82
2017-08-05,44,SKU-706065,BEVERAGES,0,341.7,1442,44.82
2017-08-06,44,SKU-706065,BEVERAGES,1,454.4,2848,44.82
2017-08-07,44,SKU-706065,BEVERAGES,1,370.7,2259,44.82
2017-08-08,44,SKU-706065,BEVERAGES,1,385.0,4150,44.82
2017-08-09,44,SKU-706065,BEVERAGES,1,358.5,4930,44.82
2017-08-10,44,SKU-706065,BEVERAGES,1,387.8,2470,44.82
2017-08-11,44,SKU-706065,BEVERAGES,1,364.1,4037,44.82
2017-08-12,44,SKU-706065,BEVERAGES,0,361.5,3113,44.82
2017-08-13,44,SKU-706065,BEVERAGES,0,364.4,2952,44.82
2017-08-14,44,SKU-706065,BEVERAGES,0,271.5,3314,44.82
2017-08-15,44,SKU-706065,BEVERAGES,0,275.3,2063,44.82
2017-08-16,44,SKU-706065,BEVERAGES,1,381.9,1918,44.82
2017-08-01,44,SKU-118788,BEVERAGES,0,37.7,172,37.94
2017-08-02,44,SKU-118788,BEVERAGES,0,37.3,478,37.94
2017-08-03,44,SKU-118788,BEVERAGES,0,37.9,422,37.94
2017-08-04,44,SKU-118788,BEVERAGES,0,36.0,32,37.94
2017-08-05,44,SKU-118788,BEVERAGES,0,46.1,70,37.94
2017-08-06,44,SKU-118788,BEVERAGES,0,47.8,386,37.94
2017-08-07,44,SKU-118788,BEVERAGES,0,35.4,412,37.94
2017-08-08,44,SKU-118788,BEVERAGES,1,49.5,633,37.94
2017-08-09,44,SKU-118788,BEVERAGES,1,50.5,521,37.94
2017-08-10,44,SKU-118788,BEVERAGES,0,35.7,42,37.94
2017-08-11,44,SKU-118788,BEVERAGES,0,35.3,436,37.94
2017-08-12,44,SKU-118788,BEVERAGES,0,48.4,408,37.94
2017-08-13,44,SKU-118788,BEVERAGES,0,46.2,149,37.94
2017-08-14,44,SKU-118788,BEVERAGES,1,51.1,28,37.94
2017-08-15,44,SKU-118788,BEVERAGES,1,50.5,67,37.94
2017-08-16,44,SKU-118788,BEVERAGES,0,37.1,121,37.94
2017-08-01,44,SKU-726701,BEVERAGES,0,250.1,2760,30.54
2017-08-02,44,SKU-726701,BEVERAGES,0,261.1,1318,30.54
2017-08-03,44,SKU-726701,BEVERAGES,0,249.1,3440,30.54
2017-08-04,44,SKU-726701,BEVERAGES,1,358.6,935,30.54
2017-08-05,44,SKU-726701,BEVERAGES,1,435.9,4322,30.54
2017-08-06,44,SKU-726701,BEVERAGES,0,328.6,4206,30.54
2017-08-07,44,SKU-726701,BEVERAGES,0,247.9,371,30.54
2017-08-08,44,SKU-726701,BEVERAGES,0,255.6,2981,30.54
2017-08-09,44,SKU-726701,BEVERAGES,0,257.8,1736,30.54
2017-08-10,44,SKU-726701,BEVERAGES,0,255.0,607,30.54
2017-08-11,44,SKU-726701,BEVERAGES,0,244.9,2508,30.54
2017-08-12,44,SKU-726701,BEVERAGES,0,337.8,3897,30.54
2017-08-13,44,SKU-726701,BEVERAGES,0,319.4,1166,30.54
2017-08-14,44,SKU-726701,BEVERAGES,1,339.8,3595,30.54
2017-08-15,44,SKU-726701,BEVERAGES,0,245.4,1260,30.54
2017-08-16,44,SKU-726701,BEVERAGES,0,257.3,192,30.54
2017-08-01,44,SKU-717827,BEVERAGES,0,219.5,2659,40.7
2017-08-02,44,SKU-717827,BEVERAGES,1,294.2,3484,40.7
2017-08-03,44,SKU-717827,BEVERAGES,0,226.5,663,40.7
2017-08-04,44,SKU-717827,BEVERAGES,0,220.1,1391,40.7
2017-08-05,44,SKU-717827,BEVERAGES,0,279.5,1303,40.7
2017-08-06,44,SKU-717827,BEVERAGES,0,285.7,1605,40.7
